video_id,title,channel,channel_id,publish_date,video_age_days,title_length_words,title_sentiment,category_id,category_name,view_count,like_count,comment_count,like_view_ratio_percent,comment_view_ratio_percent,region,subscriber_count
T8pxKUO4dy8,My Life After Dating My ENEMY… :THE MOVIE!,MyStreet - One Last Time,UCh1kPkcHexFmvjI_U_wg-7w,2025-07-30T22:15:03Z,0,8,0.0,20,Gaming,145558,9335,1096,6.413251075172783,0.7529644540320697,US,1640000
JnazsjSNqHw,THE FUNNIEST SESSION OF MARIO PARTY EVER!,Bigpuffer,UCmY6t25uVbXIDTizjfLBI4Q,2025-07-31T00:30:28Z,0,7,0.7644,20,Gaming,64452,4564,185,7.081238751318811,0.2870353131012226,US,1170000
OC9VzNnswjw,A JOB APPLICATION IS STALKING ME UNTIL I GET A JOB AND IM TERRIFIED | Free Random Games,Kubz Scouts,UCZBY6V8Lxmwu8gGRBOyO11w,2025-07-30T15:00:43Z,0,18,-0.347,20,Gaming,179092,16315,1147,9.109842985728006,0.6404529515556251,US,6140000
REP1cuGbP-8,Borderlands 4 - Official Character Short - Rafa (YOLT),Borderlands,UCHY2-UtRFv1WKf4o7cpEp3w,2025-07-30T16:00:21Z,0,9,0.0,20,Gaming,131494,10556,1148,8.027742710694024,0.8730436369720292,US,407000
wslYNMGyMCg,This INSANE ADMIN EXPLOIT BROKE Steal a Brainrot…,Dash Roblox,UCOfyvsftRqM5yyqpT392b4A,2025-07-30T16:01:40Z,0,8,-0.9062,20,Gaming,268844,2405,431,0.8945708291797474,0.16031601969915638,US,832000
LJTNAidKJcY,Episode 10.3: Going On Our Biggest Mission?! | GTA RP | Grizzley World Whitelist,Grizzley Gang Gaming,UCA2sMhX7_2RNFVXeaZ9Hyzw,2025-07-30T23:00:11Z,0,14,0.0,20,Gaming,47113,1309,99,2.7784263366798974,0.2101330842867149,US,850000
XL-3Yt_ybaE,"this might be 1 in a 1,000,000 odds to happen",Poofesure,UCwboyKXJkCiHajQorzh-agQ,2025-07-31T01:17:05Z,0,10,0.0,20,Gaming,81640,5957,512,7.296668299853014,0.6271435570798628,US,2620000
wwUFiQqE6EU,Paying to Win on a Pay-To-Win Minecraft Server,Yeah Jaron,UCX_OYNnlNv3vQWiER4b0f5w,2025-07-29T12:31:07Z,1,8,0.5859,20,Gaming,1599580,56291,2272,3.519111266707511,0.14203728478725663,US,1740000
ohkk0ccLUzg,I Pretended to be a DOG on an ELEMENTAL One Block!,Dash,UCpHCfDBZ3AJyuofz6DHy-ew,2025-07-30T13:01:20Z,0,11,-0.4926,20,Gaming,225619,3000,331,1.3296752489816903,0.14670750247097986,US,1250000
6QGCG6rO-ek,We Played The Hardest Anomaly Game...,TechyCrew,UCTU3m4rCUS-7qXuHK-j9Uqw,2025-07-30T18:00:07Z,0,6,0.34,20,Gaming,184276,2998,279,1.626907464889622,0.1514033297879268,US,569000
E9TPbOE77pk,I CAUGHT This Cheater in 4k And EXPOSED Him To His FRIENDS,Skittlz,UCppDHJVQMHqeDvQ-8byOEEA,2025-07-30T18:30:19Z,0,12,-0.3237,20,Gaming,92895,4019,325,4.3263900102266,0.34985736584315624,US,960000
uvBclFtHciY,🔴LIVE! - LAST CHANCE to qualify for FNCS GRAND FINALS in FORTNITE!,Typical Gamer,UC2wKfjlioOCLP4xQMOWNcgg,2025-07-31T06:51:34Z,0,12,0.7935,20,Gaming,118263,2371,34,2.0048535890346093,0.02874948208653594,US,15800000
OhzcCiRccNg,Survive The Brainrot STAIRS In Roblox With MY CRAZY FAN GIRLS...,More Techy,UCzlUw75H5ILJ2l_ackxyI6A,2025-07-30T16:00:49Z,0,11,-0.0258,20,Gaming,154637,2100,276,1.358019102802046,0.17848251065398318,US,749000
EX79XS1-GAc,making my DAD play steal a brainrot 💀,steak,UC7c8wbA9yQjzxkj2uyrHrkg,2025-07-31T03:13:42Z,0,8,-0.2023,20,Gaming,100197,6196,280,6.183817878778806,0.27944948451550444,US,2710000
n6qRJ6gtQUk,I murdered every bug with these daggers in Grounded 2,ImCade,UCo8F0MWDvuVK21VMC2PHcZQ,2025-07-30T15:01:32Z,0,10,-0.6597,20,Gaming,165371,4896,410,2.9606158274425383,0.24792738751050666,US,903000
uAjlk5hBpxo,BAGGING VS FRONTRUNNING | Mario Kart World,Shortcat,UC62oK4gTQtOE4DvAFbFlt9Q,2025-07-30T19:34:27Z,0,7,0.0,20,Gaming,134711,6084,428,4.516334968933495,0.3177171871636318,US,823000
OkOsBZWf6yQ,The WORST Slap Tower EVER Created...(WARNING),Nizarisaqt,UCVhGR9TU1vfvHXl73uaEiEQ,2025-07-29T22:00:33Z,1,6,-0.6408,20,Gaming,577025,8026,1292,1.3909276027901738,0.22390710974394523,US,1170000
1mVIBzpYSks,Jynxzi Vs Stable Ronaldo (Clash Royale),Jynxzi Live,UCyNzZ1wgkOWkzYE0zbs7zhA,2025-07-30T00:11:49Z,1,6,0.296,20,Gaming,395192,8573,446,2.1693252899856272,0.11285653555739995,US,1230000
6cduT-9BxDc,Starting Over as NOOB with Secret Garama and Madundung in Steal a Brainrot!,Daltyn,UChdxshG8R_GE8WwzGNthKMA,2025-07-30T14:30:04Z,0,13,-0.6625,22,People & Blogs,185485,3167,144,1.7074156939914278,0.07763431005202577,US,11400
opIEVxkhRx8,TO A T,OneyPlays,UCO1ITICo8MLHGAXR1uzFwjA,2025-07-30T19:00:51Z,0,3,0.0,20,Gaming,112629,4901,1129,4.351454776300953,1.002406129859983,US,1360000
gTGDQrVmPVs,"Portal, but the portal surfaces are inverted",Marblr,UCxq5GS5pcR0SNazjC3qYQSQ,2025-07-30T23:30:48Z,0,7,0.0,20,Gaming,88612,12070,854,13.62117997562407,0.9637520877533516,US,247000
9opucWP1Yc8,JJ and Mikey Morph into ANTS - Maizen Minecraft Animation,MSToons,UCc2RL8jvY1rJPuCnJVsIQWw,2025-07-30T15:15:01Z,0,10,0.4084,20,Gaming,410708,1807,10,0.4399719508750743,0.0024348198720258673,US,795000
269giWwNGN4,Drag Race at the Edge of Eternities w/ Bosco & Irene The Alien | Game Knights #79 | MTG Commander,The Command Zone,UCLsiaNUb42gRAP7ewbJ0ecQ,2025-07-30T18:00:03Z,0,20,-0.2263,20,Gaming,109423,7054,863,6.446542317428694,0.7886824525008453,US,798000
S_HTcC3LfcA,This Game is NOT what you think it is…,SMii7Yplus,UC-gW4TeZAlKm7UATp24JsWQ,2025-07-29T19:13:01Z,1,9,0.0,20,Gaming,830277,42685,1060,5.141055334544977,0.1276682360224359,US,4040000
YpMggqOIU8I,How Minecraft Mobs Act When You Leave!,Cash,UC0eLBYhxW9HC0P9PXQ73mpQ,2025-07-30T15:01:04Z,0,7,-0.126,24,Entertainment,230594,3850,874,1.6696011171149292,0.3790211367164801,US,10100000
OPNJlb_kcTg,My Next Big Project...,Big A,UCdBXOyqr8cDshsp7kcKDAkg,2025-07-31T00:37:31Z,0,4,0.0,22,People & Blogs,128124,5278,729,4.119446785926134,0.5689800505760045,US,335000
5dOoJ-uqGT0,the #1 CONTROLLER PLAYER on the NEW WARZONE (BIG UPDATE AND META CHANGE),Lucky Chamu,UCAtGANLX7I5N4wOBLH8Yq8Q,2025-07-31T07:27:54Z,0,13,0.0,20,Gaming,41490,649,20,1.5642323451434081,0.048204386599180526,US,609000
Edzb5Z9ibQE,"Arms Week is Good, but...",Aztecross,UClbllR4Tx-lhYJyrpu1sA4A,2025-07-30T21:42:47Z,0,5,0.2382,20,Gaming,103467,3674,703,3.5508906221307277,0.6794436873592546,US,963000
KUZa5TUAK2s,Scariest Sleep Paralysis Game Ever Made!,Daz Games,UCDBCCMlFD-hArPbWv38FINA,2025-07-30T17:00:05Z,0,6,0.0,20,Gaming,186770,11677,928,6.252074744337956,0.4968678053220539,US,9200000
vS1gTJ2y5Oo,ROBLOX BE A NPC... or DIE,Jayingee,UCESiRVMacmdsijiOtKvOeKQ,2025-07-30T13:50:01Z,0,6,-0.6841,20,Gaming,161563,4721,919,2.922079931667523,0.5688183556878741,US,2100000
t3mxDX9D9PU,Furnace can walk,Orange Juice Gaming,UC3S6nIDGJ5OtpC-mbvFA8Ew,2025-07-30T15:14:01Z,0,3,0.0,20,Gaming,479554,16586,770,3.4586303106636582,0.16056585911075708,US,3590000
cmx9LkiPNN8,"A Rebuild, But I Can Only Use My NBA Friends",KOT4Q,UCu9sYmfPNydPJFqLLTdmxvA,2025-07-30T21:00:42Z,0,10,0.631,20,Gaming,105757,5521,209,5.220458220259651,0.1976228523880216,US,1460000
qFUYbf_3ezg,I Finally Returned to Blox Fruits and EVERYTHING Changed!,imFiji,UCFjcXdOj5r-Bd-ixRbJ0cpQ,2025-07-30T20:12:53Z,0,9,0.0,20,Gaming,304012,12297,3175,4.044906122126759,1.0443666697367209,US,1360000
MS6GiXYqs1k,2025 World Series of Poker Bracelet Event,CBS Sports Network,UCJCcn5FyhJeu718vX-7jnJQ,2025-07-31T10:22:41Z,0,7,0.0,24,Entertainment,0,0,0,0.0,0.0,US,0
ifquwwnucds,"SEASON 5 Battle Pass..! (Tier 1-100 Power Rangers, Halo, Megazord)",SinX6,UCkFeiE59qbO8s7O0bKmoseg,2025-07-30T23:35:23Z,0,10,-0.4389,20,Gaming,67875,2648,680,3.9012891344383056,1.0018416206261511,US,944000
bOi7iKjIISA,I Used the MOST TOXIC SKIN in Steal a Brainrot...,manofTaj,UCXMnFcMgoyjnSr6aPwaQsxg,2025-07-30T11:01:06Z,1,10,-0.4939,20,Gaming,531556,4110,804,0.7732016946474125,0.15125405413540624,US,390000
z8TBF2cb_As,We Won Against Youtube,RTGame,UCRC6cNamj9tYAO6h_RXd5xA,2025-07-30T13:15:46Z,0,4,0.5719,20,Gaming,452991,57768,3806,12.75257124313728,0.8401932930234817,US,2890000
Nj-3fuqPKgY,I ROBBED people as a FAKE MECHANIC in GTA 5 RP..,Jefe,UCCsNkIloRVAF5kxTxORaYTg,2025-07-30T19:00:18Z,0,11,-0.5904,20,Gaming,77721,3084,351,3.9680395259968346,0.4516153935229861,US,482000
p2x36ERIOoU,I Built THE SAFEST BASE in 99 Nights in the Forest! (Roblox),SnapieBlox,UCK3czltlEbPvjjaqlCK92xQ,2025-07-29T15:01:24Z,1,12,0.5754,20,Gaming,158297,4478,440,2.828859675167565,0.2779585210079787,US,20100
7bizY-K29aI,HE WON IN 5 MOVES!!!!!!!!!!!!!,GothamChess,UCQHX6ViZmPsWiYSFAyS0a3Q,2025-07-30T20:10:00Z,0,5,0.765,24,Entertainment,219099,9040,642,4.125988708300814,0.2930182246381773,US,6550000
XDPyyb9LG3E,BATTLEFIELD 6 keeps leaking all over the place,FaZe Jev,UC7trU46U_9XPDtMnDbiDPUQ,2025-07-31T01:19:50Z,0,8,-0.516,20,Gaming,108826,5762,560,5.294690607024057,0.5145829121717236,US,5450000
-Eub99AMVQA,Can You Get The VEGETARIAN BADGE in 99 NIGHTS IN THE FOREST!? (NO EATING MEAT!?),LankyBox,UCSf0s2ogUVYpJPuzW1zpAOg,2025-07-30T14:00:00Z,0,15,0.0,20,Gaming,191916,1932,499,1.0066904270618395,0.2600095875278768,US,41800000
CQFHSJDbdLs,Streamer Luck Strikes Again...,Roffle Lite,UCLnar-aS8iHa2ldj1w_pgJQ,2025-07-31T01:00:14Z,0,4,0.128,20,Gaming,74748,2695,209,3.60544763739498,0.2796061433081822,US,328000
vwJNAPnxKiI,Upgrading a 9 Year Old's Steal a Brainrot Account,CashBlox,UCY0R0Ck6qK2deVTKkfWJIEA,2025-07-29T11:01:35Z,2,9,-0.4939,24,Entertainment,880650,9938,3117,1.1284846420257764,0.3539431102026912,US,2260000
sTsz1oFHMbw,"Random Games Day (Nightclub Sim, Prison Escape Sim, Mage Arena) | Joe Bartolozzi",Joe Bart VODs,UC-lfGGqb5hHLBqVnVnWyrsw,2025-07-31T04:03:26Z,0,13,-0.3818,20,Gaming,29499,1134,129,3.8441981084104544,0.4373029594223533,US,358000
Nw1nuVDreh0,Blade’s Gameplay is STRAIGHT HEAT | First Look & Every Ability Explained | Marvel Rivals,Cozy Rivals,UCOzaso7QxXulLZc9fXxcg5A,2025-07-30T17:04:50Z,0,15,0.7739,20,Gaming,70263,3168,442,4.508774177020623,0.6290650840413874,US,133000
frcUvQ8uEPU,New Tokon Gameplay & Sony Made A FIGHT STICK?!,Maximilian Dood,UCOgaIuQYGr6ow_jbote4BKA,2025-07-30T23:00:42Z,0,9,-0.561,20,Gaming,131899,5669,493,4.297985579875511,0.37377083980924797,US,1830000
A3UkQnfeQcc,I TROLLED My LITTLE SISTER For 24 HOURS In Roblox,Foltyn Top Videos,UCMouS1TkXQRuiuTHojFAGRA,2025-07-30T17:17:14Z,0,10,0.0,20,Gaming,179501,2186,320,1.2178205135347435,0.1782719873426889,US,220000
4NbE86jqv6c,Upgrading Lucky Blocks in Minecraft,Skiddzie,UCWUxsoGia86OYIbxhjg68WQ,2025-07-31T00:41:11Z,0,5,0.2263,20,Gaming,116935,5530,640,4.72912301706076,0.5473126095694189,US,1020000
1i9dxaercGE,The SQUAD VS Demon Slayer,SQUAD,UC-dsKDXj2yntQ4jOCcku7vA,2025-07-30T20:00:01Z,0,5,0.0,20,Gaming,73975,10003,462,13.522135856708347,0.6245353159851301,US,82300
OHEfN1AwE7U,Blind leading the blind,Viva La Dirt League,UCchBatdUMZoMfJ3rIzgV84g,2025-07-30T21:00:24Z,0,4,-0.6597,20,Gaming,218710,19395,875,8.867907274473048,0.4000731562342828,US,7180000
PzyBY6SoWNw,SPRUNKIS VS TETRIS,Wenda & Gray,UC7bPCIHaJqAbUccFQvojc1Q,2025-07-30T21:00:26Z,0,3,0.0,24,Entertainment,85915,722,92,0.8403654775068381,0.10708258162136995,US,48200
gbcuss67wFk,LOST ORIGIN PALDEA EVOLVED MASSIVE RESTOCK SHINING LEGENDS POKEMON CARD RIP N SHIP NO BULK,Wenzel TCG,UCXwr2GuXJNzt_AfnmpQ64sw,2025-07-31T08:44:15Z,0,15,-0.5423,20,Gaming,124383,1779,0,1.4302597621861508,0.0,US,43400
QMfY81kg3io,"""Survivor fumble of the Century"" | Weekly Compilation",not Otzdarva,UCDO__Z-tZD4bfG9m4AkK_uA,2025-07-30T16:47:17Z,0,8,0.3612,20,Gaming,149139,11280,333,7.563413996338985,0.22328163659404981,US,1080000
gSeMvE4o-uQ,This MULTIPLAYER FNAF Game is INCREDIBLY TERRIFYING..,FusionZGamer,UC5enhS5tdXhHNbj8s_kdBUw,2025-07-30T23:16:58Z,0,7,-0.755,20,Gaming,81929,4424,509,5.399797385541139,0.6212696359042585,US,4730000
S7nzZ0lM6iI,We Built The BIGGEST BASE In 99 Nights In The Forest!,Daaash,UCdtoloDKybNstNxtT38YTAg,2025-07-30T19:00:32Z,0,11,0.0,20,Gaming,172073,1778,320,1.0332823859640965,0.1859675835255967,US,406000
VmVzvGtovx0,🔴LIVE - DR DISRESPECT - BATTLEFIELD 1 - FULL GAME,DrDisRespect,UCcJL2ld6kxy_nuV1u7PVQ0g,2025-07-30T23:43:08Z,0,10,-0.7824,20,Gaming,248866,7619,108,3.061486904599262,0.043396848102995184,US,4450000
MGPrxXKz3bE,I'm playing Battlefield 6 Tomorrow! But I'm Worried...,LevelCapGaming,UClMXf2oP5UiW_V4dwHxY0Mg,2025-07-30T18:24:34Z,0,8,-0.5411,20,Gaming,140823,6079,1486,4.316766437300725,1.0552253538129426,US,1950000
C0uadfNc0jU,Fortnite Season 3's BEST Tiktoks!,Sypher Reacts,UCt0JEQtkyzfk70DQ-NHtosw,2025-07-30T19:30:02Z,0,5,0.7371,20,Gaming,144430,3991,397,2.763276327632763,0.2748736412102749,US,1440000
wcG-9AYyBhY,🔴IF I CRINGE = STREAM ENDS..,Ninjagaming,UC7xpeYGGwMo_h3rXmRLfZyg,2025-07-30T23:27:36Z,0,6,0.0,20,Gaming,286361,2529,13,0.8831509877392523,0.004539724333970059,US,334000
Nwq3itnGl_c,Which wheels do the most damage in GTA 5?,GrayStillPlays,UCzEy7pi3B7TIS9cn_sdKK9A,2025-07-30T21:06:21Z,0,9,-0.5413,20,Gaming,73146,3613,216,4.9394361961009485,0.2952998113362317,US,8380000
NcX1C4FDbg4,Techy Plays Hide The Body In Roblox With MY CRAZY FAN GIRLS...,Techy Plus,UCbhkfMLcRk6ftmQuwnFEIqQ,2025-07-30T11:00:41Z,1,12,0.0516,20,Gaming,167705,2604,278,1.5527265138189081,0.16576726990847024,US,211000
kAjij-nqv4g,BOBBY Wants To MARRY ANGEL..(Brookhaven),Angelazz Brookhaven,UCJCZu4h58GC_W3kmtDUtQCQ,2025-07-30T14:42:22Z,0,5,0.0,20,Gaming,143669,4499,891,3.13150366467366,0.6201755423925829,US,2000000
ONs5R-eLIOI,THIS GAME USES YOUR VOICE TO CAST SPELLS ft. Tony Statovci,RDC Live,UCOnECY8FBKKPVi5ZsSgXPJA,2025-07-30T22:45:24Z,0,11,0.0,20,Gaming,55295,2695,142,4.8738583958766615,0.2568044126955421,US,580000
8Mamouk3ysM,How I Bought a Literal FREE WIN,Lazy Mattman,UCGkEZAV34aWfgKqawCVgjbA,2025-07-31T02:00:05Z,0,7,0.8613,20,Gaming,71837,3868,353,5.384411932569567,0.49139023066107995,US,462000
-D6_KLFNrJM,Building the Best Base Ever in Grounded 2,Blitz,UCK3eoeo-HGHH11Pevo1MzfQ,2025-07-30T18:45:00Z,0,8,0.6369,20,Gaming,73974,2293,204,3.099737745694433,0.27577256874036826,US,4320000
wqzGCP9Eev0,I Built a National Title Contender! FIU Ep 5,Bordeaux,UCyIjXN5TEaU-LzMT0iQx_ww,2025-07-29T21:56:01Z,1,9,0.2003,20,Gaming,136430,3644,517,2.6709667961592025,0.3789489115297222,US,496000
Ob6WB1EwWrw,I Opened 100 Ho-Oh & Lugia Packs in TCG Pocket,Purplecliffe TCG,UCCjgei_v_MAX99XKFyoU0dQ,2025-07-30T18:30:45Z,0,10,0.0,20,Gaming,100317,7576,1132,7.552059969895432,1.1284228994088739,US,45100
7p69bHRhC0U,I Spent 24 HOURS In Steal a Brainrot!,Merk,UCgpqCrSjAjghJJ5mqIs85FA,2025-07-29T14:00:12Z,1,8,-0.5411,20,Gaming,770939,5176,255,0.6713890463447821,0.03307654691227192,US,16800
UjLSj4A4lbk,What could go wrong? (Sol Cesto),Northernlion,UC3tNpTOHsTnkmbwztCs30sA,2025-07-30T20:00:31Z,0,6,-0.4767,20,Gaming,53631,1808,208,3.371184576084727,0.38783539370886244,US,1290000
I_lfMeM_wbM,My Soul Left My Body (FNAF : Secret Of The Mimic Part 2),Playze,UCTdIYGd2B36dJao7d909vRg,2025-07-30T20:03:52Z,0,13,0.0,22,People & Blogs,65288,9083,1425,13.912204386717313,2.18263693174856,US,277000
ABmNKyDfs48,Dead By Daylight Is In A Horrible State...,MintSkull,UCsSQXh6-XotpCysUfZTkUgg,2025-07-30T20:31:32Z,0,8,-0.8316,20,Gaming,87424,4825,1335,5.519079428989751,1.5270406295754027,US,103000
Li7HXzuZmqY,How To Get The NEW PET ITEM In Animal Company...,NEUTOR THE MONKE,UCP0FdsbMZEPE4GGzRqD4Q3g,2025-07-30T21:31:43Z,0,10,0.0,20,Gaming,61638,1197,291,1.941983841136961,0.4721113598754015,US,118000
yjBxSvXKJaU,"Minecraft, But It's 5x Speed",Dream,UCTkXRDQl0luXxVQrRQvWS6w,2025-07-30T02:13:41Z,1,5,0.0,20,Gaming,1086300,60740,3781,5.591457240173065,0.3480622295866704,US,32900000
R9unK4jEMIw,The *DRAGON BALL MYTHIC* ONLY Challenge in Fortnite,Tomato - Fortnite,UC3yHtryql8S7y2jukpFsZSg,2025-07-30T21:06:09Z,0,8,0.0772,20,Gaming,106213,1998,298,1.8811256625836763,0.28056829201698474,US,3090000
EfQzVaCWVeY,CaseOh Tries To Be A Bridge Builder,MoreCaseOh,UCr1kbyiJzl-x5YYDxhYJuPw,2025-07-29T20:00:17Z,1,7,0.0,20,Gaming,301435,9650,496,3.2013535256357093,0.16454625375288204,US,1950000
0K0lngkDqu8,I Built a 3 WALL FORTRESS to Stop the Deer in 99 Nights in the Forest!,AJBLOX,UCPk7uJ4HPmrWTGmcPhBvpAg,2025-07-30T21:59:34Z,0,16,-0.3595,20,Gaming,115713,1229,190,1.0621105666606172,0.16419935530147867,US,38200
qzsv8kOh_4k,TELECOM WAR LCK SUMMER 2025 - T1 VS KT,Caedrel,UCOFiUtKui6-x4T-J7_DgCag,2025-07-30T14:13:16Z,0,9,-0.6841,20,Gaming,218545,5367,387,2.455787137660436,0.1770802351918369,US,538000
BuYMFvq2bJg,Nico LEAVES In Minecraft..,Nico,UCTn7pr9tqS0ySAB2UyXse6w,2025-07-31T03:00:13Z,0,4,0.0,20,Gaming,64242,1891,387,2.943557174434171,0.6024096385542169,US,4440000
FGT8ubN-z9c,INSANE RECORD BREAKING JACKPOT On Huff N More Puff Slot,NG Slot,UCOzRZLOxGmDMGo_zSBtpmqA,2025-07-30T18:00:16Z,0,10,-0.5319,20,Gaming,95370,3880,322,4.068365314040054,0.3376323791548705,US,1050000
OgzHiWhStgc,An Accident Gave Him Super Powers! (A Roblox Movie),ShanePlays,UC8Az2w8GX-HRbnly-NlgdgA,2025-07-30T20:00:25Z,0,9,0.2714,20,Gaming,90695,3217,485,3.5470533105463367,0.53475935828877,US,4880000
eD4bFxlapvQ,99 NiGHTS in a MAGiC FOREST!!  Help Niko Navey & Adley save 4 people but watch out for Deer & Aliens,G for Gaming,UCo0NaLsgPT6JrQLQGecpMyw,2025-07-30T14:01:04Z,0,21,0.5475,24,Entertainment,150677,1457,565,0.9669690795542785,0.3749742827372459,US,1150000
zNwbA048lHk,MY MONEY SITUATION!!!!!!!!!!!!!!,VegasLowRoller,UCFzDH85agavotTp3QHOJDfw,2025-07-30T22:01:08Z,0,3,0.0,24,Entertainment,38255,1483,36,3.8766174356293295,0.0941053457064436,US,405000
MNPKQ-yGiww,Johnny Plays SLING A BRAINROT In Roblox!,Here's Johnny,UC8Z766VdGCg9sSySmeL-APQ,2025-07-30T17:56:48Z,0,7,0.3164,20,Gaming,121691,1448,210,1.1898990065000699,0.17256822608081124,US,3410000
dNRmVamTIfo,PUSHING TO 3000 MEDALS IN CLASH ROYALE!,JuicyJ Clash Royale,UC2jJCvBA3M9JVlUOQ_srmPw,2025-07-31T00:10:54Z,0,7,0.0,20,Gaming,213441,2364,1,1.1075660252716206,0.0004685135470692135,US,425000
cY3YjFQqsz0,I Added the Newest FBS Team to the SEC in College Football 26 | Ep. 1,Bengal,UChbQpxORq06uf2Wnj6yqKiQ,2025-07-30T23:35:00Z,0,16,0.0,20,Gaming,25860,1503,115,5.812064965197216,0.4447022428460944,US,590000
BUGwiS_YO2A,DOUBLE MONEY & DISCOUNTS (but it sucks) | GTA Online Weekly Update,TGG,UC72PuhDwKtZ5MikpGNhPAtA,2025-07-30T22:14:27Z,0,12,-0.5023,20,Gaming,65246,4018,442,6.158231922263433,0.6774361646690985,US,2020000
CO-7yND4GqE,Why BLUE FANTA Rises Every Minute ? Mikey and JJ Survival Battle in Minecraft ! - Maizen,Mikey World,UCrVcbWE-GZOYuhRfzESo0IA,2025-07-30T10:00:16Z,1,17,0.1091,20,Gaming,199498,1013,16,0.5077745140302159,0.008020130527624337,US,194000
O_pcxjaeyL8,"Hollow Knight - Speedrunner vs. 3 Hunters, but I gaslit the hunters",fireb0rn,UCEYGHOLgKlLMDNrGCno3oJA,2025-07-30T17:00:29Z,0,12,0.0,20,Gaming,107448,8826,613,8.214205941478667,0.5705085250539796,US,539000
vuYqjGebqcQ,UNC CAN'T HANDLE the LR PLAY-OFFS FIESTA | LR vs KAOS,Los Ratones,UCH0pqJ6QWX_YkKKL_8zaS_g,2025-07-30T19:15:01Z,0,11,0.5904,20,Gaming,151395,3900,207,2.5760428019419397,0.13672842564153373,US,362000
vzsbp6EHgF4,We UNLOCKED The SECRET LAVA Base in Roblox Steal a Brainrot!,RoBros,UCP7tE6906s2QBlonjrEETnw,2025-07-30T00:28:54Z,1,11,-0.5411,20,Gaming,611745,5490,802,0.8974327538435132,0.13110037679098316,US,1110000
jPA2PjH_MPs,5 PROS Speedrun 99 Nights in The Forest! (World Record?!),Bucket,UCGmqJ-XM_bPn4TMNZeCnohw,2025-07-31T00:00:51Z,0,10,0.0,20,Gaming,101743,1623,408,1.5951957382817492,0.40101038892110513,US,155000
cPJ6fie5WC8,Pet Simulator 99 is OVER... BIG Games is GONE!,NightFoxx,UCtghAMGOpNxMheOfWRRMe6A,2025-07-30T23:00:39Z,0,9,0.0,20,Gaming,111051,4311,589,3.882000162087689,0.5303869393341798,US,1720000
J1nK3ErMrrM,NEVER GIVE UP HOPE!! Master Saga Roulette #15,Dzeeff,UCemWekfKUharVxYCxOJHbiQ,2025-07-30T21:00:19Z,0,8,-0.5473,20,Gaming,65585,3116,342,4.751086376458032,0.5214606998551498,US,245000
Pyt9x4ErZHc,"THE AFTERMATH OF GAMBLING $100,000 (MAX BET ROLL)",Brettski,UC87nQIeBl0GiQSVQ1MHMfqQ,2025-07-29T17:00:37Z,1,8,0.0,23,Comedy,236548,12256,1102,5.181189441466425,0.46586739266449095,US,350000
r8cEfbMZd8s,finding UNLIMITED Loot in Roblox cut grass...,OTTER ON ROBLOX,UCVYpWgVdCz0tWUvJmMm25LQ,2025-07-30T13:01:35Z,0,7,-0.2732,20,Gaming,160049,2032,328,1.2696111815756426,0.20493723797087143,US,466000
PsaA6zdViZ8,I’ve Spent 1000 Hours Locked to One Square of Runescape,Josh Isn't Gaming,UCOMGIDCTZFx55s3pmf4iuww,2025-07-30T17:30:10Z,0,10,0.0,20,Gaming,110336,6905,700,6.258156902552205,0.6344257540603249,US,98300
2c_aylOejS8,Begging Until I Get EVERY Seed,jetski,UCyuZJX-7TRge_JG3-lUeIjA,2025-07-30T00:24:38Z,1,6,0.0,20,Gaming,394259,6091,788,1.544923514745383,0.19986861428654767,US,986000
YO0PFJBfPVg,HACKING INTO A COMPANY WITH A DARK SECRET | s.p.l.i.t,Pezzy,UCVUsmF97x4kuhGbBjzl1nVg,2025-07-30T22:45:16Z,0,10,0.0,20,Gaming,52245,4501,177,8.61517848597952,0.33878840080390465,US,498000
AsURg1o7uoo,🔴Live! #Handpaygang IRL going crazy!! Winning Wednesday! 🔴,Handpaygang,UCHQ5ZLwoV9e6T9l4olKgVQQ,2025-07-31T06:15:55Z,0,8,0.4885,19,Travel & Events,38780,778,0,2.006188757091284,0.0,US,14600
vDciJhCfaZw,REACTING to our SHIP EDITS..,vanilbean,UC7HXQHCI183Oivq-aqbURNg,2025-07-30T12:13:01Z,0,5,0.0,20,Gaming,231274,12513,2411,5.4104655084445294,1.0424864014113129,US,3970000
wagIzz6Blfc,I Built a BOYS vs. GIRLS BASE in 99 Nights in the Forest!,AlexBlox,UCCzJYWXJXJvrXuwUR8ac4Rw,2025-07-31T02:45:00Z,0,13,0.0,20,Gaming,63335,1320,340,2.0841556801136814,0.5368279782110996,US,84300
l72xwACW3j8,the baby is HERE!!! 🥦 very veggie legacy #14 (the sims 4),Vixella,UC1bBWXv1KWqNmEXJAhMfXSQ,2025-07-30T19:00:47Z,0,12,0.0,20,Gaming,49932,5143,218,10.300008010894816,0.4365937675238324,US,1710000
F8xDqAecLvo,🔴LIVE | ESCAPE FROM TARKOV | TESTICULAR TORSION TUESDAY | #PoopNuggetSurplus #BUNGULATE,TheBurntPeanut,UCMNEVbszv8ZyvSXoTn3yhpQ,2025-07-30T09:32:40Z,1,12,0.347,20,Gaming,124243,2316,101,1.8640889225147492,0.08129230620638588,US,288000
